"","school","program","schoolname","sssdistrict","ssslong","ssslat","quality","cutoff","size","selectivity_cutoff","selectivity_quality"
"1170","50501","General Arts","NSUTAMAN CATHOLIC SENIOR HIGH. SCHOOL, NSUTAMAN","Sekyere West (Mampong)",-1.180076838,7.199564934,269.333333333333,238,150,"5","6"
"1171","50501","General Science","NSUTAMAN CATHOLIC SENIOR HIGH. SCHOOL, NSUTAMAN","Sekyere West (Mampong)",-1.180076838,7.199564934,271.536585365854,226,41,"4","6"
"1172","50501","Home Economics","NSUTAMAN CATHOLIC SENIOR HIGH. SCHOOL, NSUTAMAN","Sekyere West (Mampong)",-1.180076838,7.199564934,257.08,221,50,"4","4"
"1173","50501","Visual Arts","NSUTAMAN CATHOLIC SENIOR HIGH. SCHOOL, NSUTAMAN","Sekyere West (Mampong)",-1.180076838,7.199564934,267.72,247,50,"6","5"
"1174","50502","Agriculture","ST. MONICA'S SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.180076838,7.199564934,351.48,324,50,"9","9"
"1175","50502","Business","ST. MONICA'S SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.180076838,7.199564934,368.64,348,100,"10","10"
"1176","50502","General Arts","ST. MONICA'S SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.180076838,7.199564934,378.206666666667,364,150,"10","10"
"1177","50502","General Science","ST. MONICA'S SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.180076838,7.199564934,373.35,351,100,"10","10"
"1178","50502","Home Economics","ST. MONICA'S SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.180076838,7.199564934,376.7,365,50,"10","10"
"1179","50502","Visual Arts","ST. MONICA'S SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.180076838,7.199564934,359.92,339,50,"10","10"
"1180","50503","Agriculture","AMANIAMPONG SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.180076838,7.199564934,299.46,273,100,"7","8"
"1181","50503","General Arts","AMANIAMPONG SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.180076838,7.199564934,309.484,289,250,"8","8"
"1182","50503","General Science","AMANIAMPONG SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.180076838,7.199564934,288.02,249,100,"6","7"
"1183","50503","Home Economics","AMANIAMPONG SENIOR HIGH. SCHOOL, MAMPONG","Sekyere West (Mampong)",-1.180076838,7.199564934,315.9,300,50,"9","8"
"1184","50504","Business","ST. JOSEPH SEMINARY/SENIOR HIGH SCH, MAMPONG","Sekyere West (Mampong)",-1.180076838,7.199564934,289.213333333333,253,150,"6","7"
"1185","50504","General Arts","ST. JOSEPH SEMINARY/SENIOR HIGH SCH, MAMPONG","Sekyere West (Mampong)",-1.180076838,7.199564934,274.64,239,250,"5","6"
"1186","50504","Home Economics","ST. JOSEPH SEMINARY/SENIOR HIGH SCH, MAMPONG","Sekyere West (Mampong)",-1.180076838,7.199564934,265.7,241,50,"6","5"
"1187","50601","Agriculture","OKOMFO ANOKYE SENIOR HIGH. SCHOOL, WIAMOASE","Afigya Sekyere (Agona)",-1.548614264,7.00199604,304.066666666667,281,60,"8","8"
"1188","50601","Business","OKOMFO ANOKYE SENIOR HIGH. SCHOOL, WIAMOASE","Afigya Sekyere (Agona)",-1.548614264,7.00199604,301.477777777778,273,180,"7","8"
"1189","50601","General Arts","OKOMFO ANOKYE SENIOR HIGH. SCHOOL, WIAMOASE","Afigya Sekyere (Agona)",-1.548614264,7.00199604,317.711111111111,296,180,"8","8"
"1190","50601","General Science","OKOMFO ANOKYE SENIOR HIGH. SCHOOL, WIAMOASE","Afigya Sekyere (Agona)",-1.548614264,7.00199604,311.016666666667,282,60,"8","8"
"1191","50601","Home Economics","OKOMFO ANOKYE SENIOR HIGH. SCHOOL, WIAMOASE","Afigya Sekyere (Agona)",-1.548614264,7.00199604,300.825,281,80,"8","8"
"1192","50601","Visual Arts","OKOMFO ANOKYE SENIOR HIGH. SCHOOL, WIAMOASE","Afigya Sekyere (Agona)",-1.548614264,7.00199604,303.5,284,60,"8","8"
"1193","50602","Business","S.D.A SENIOR HIGH. SCHOOL, AGONA","Afigya Sekyere (Agona)",-1.548614264,7.00199604,311.03,290,100,"8","8"
"1194","50602","General Arts","S.D.A SENIOR HIGH. SCHOOL, AGONA","Afigya Sekyere (Agona)",-1.548614264,7.00199604,317.37,298,200,"8","8"
"1195","50602","General Science","S.D.A SENIOR HIGH. SCHOOL, AGONA","Afigya Sekyere (Agona)",-1.548614264,7.00199604,324.36,294,50,"8","9"
"1196","50602","Home Economics","S.D.A SENIOR HIGH. SCHOOL, AGONA","Afigya Sekyere (Agona)",-1.548614264,7.00199604,312.22,295,50,"8","8"
"1197","50603","Business","KONADU YIADOM SENIOR HIGH. SCHOOL, ASAMAN","Afigya Sekyere (Agona)",-1.548614264,7.00199604,272.033333333333,248,60,"6","6"
"1198","50603","General Arts","KONADU YIADOM SENIOR HIGH. SCHOOL, ASAMAN","Afigya Sekyere (Agona)",-1.548614264,7.00199604,269.285714285714,236,140,"5","6"
"1199","50603","Home Economics","KONADU YIADOM SENIOR HIGH. SCHOOL, ASAMAN","Afigya Sekyere (Agona)",-1.548614264,7.00199604,264.28,241,50,"6","5"
"1200","50604","Agriculture","OSEI TUTU II COLLEGE","Afigya Sekyere (Agona)",-1.548614264,7.00199604,260,222,50,"4","5"
"1201","50604","Business","OSEI TUTU II COLLEGE","Afigya Sekyere (Agona)",-1.548614264,7.00199604,265.87037037037,222,54,"4","5"
"1202","50604","General Arts","OSEI TUTU II COLLEGE","Afigya Sekyere (Agona)",-1.548614264,7.00199604,264.653333333333,217,75,"3","5"
"1203","50604","General Science","OSEI TUTU II COLLEGE","Afigya Sekyere (Agona)",-1.548614264,7.00199604,249.5,236,2,"5","3"
"1204","50604","Home Economics","OSEI TUTU II COLLEGE","Afigya Sekyere (Agona)",-1.548614264,7.00199604,247.666666666667,220,42,"4","3"
"1205","50604","Visual Arts","OSEI TUTU II COLLEGE","Afigya Sekyere (Agona)",-1.548614264,7.00199604,254.489795918367,210,49,"2","4"
"1206","50605","Business","ADU GYAMFI SENIOR HIGH. SCHOOL, JAMASI","Afigya Sekyere (Agona)",-1.548614264,7.00199604,311.88,289,150,"8","8"
"1207","50605","General Arts","ADU GYAMFI SENIOR HIGH. SCHOOL, JAMASI","Afigya Sekyere (Agona)",-1.548614264,7.00199604,319.94347826087,299,230,"9","9"
"1208","50605","General Science","ADU GYAMFI SENIOR HIGH. SCHOOL, JAMASI","Afigya Sekyere (Agona)",-1.548614264,7.00199604,319.18,301,50,"9","8"
"1209","50605","Home Economics","ADU GYAMFI SENIOR HIGH. SCHOOL, JAMASI","Afigya Sekyere (Agona)",-1.548614264,7.00199604,303.34,289,50,"8","8"
"1210","50606","Agriculture","AGONA SENIOR HIGH./TECH. SCHOOL, AGONA","Afigya Sekyere (Agona)",-1.548614264,7.00199604,283.6,259,60,"7","7"
"1211","50606","Technical","AGONA SENIOR HIGH./TECH. SCHOOL, AGONA","Afigya Sekyere (Agona)",-1.548614264,7.00199604,274.7,258,60,"7","6"
"1212","50606","Visual Arts","AGONA SENIOR HIGH./TECH. SCHOOL, AGONA","Afigya Sekyere (Agona)",-1.548614264,7.00199604,277.533333333333,254,60,"6","6"
"1213","50701","Business","ANTOA SENIOR HIGH SCHOOL, ANTOA","Kwabre (Mamponteng)",-1.541420102,6.806778431,276.475,250,120,"6","6"
"1214","50701","General Arts","ANTOA SENIOR HIGH SCHOOL, ANTOA","Kwabre (Mamponteng)",-1.541420102,6.806778431,295.358333333333,275,120,"7","7"
"1215","50701","General Science","ANTOA SENIOR HIGH SCHOOL, ANTOA","Kwabre (Mamponteng)",-1.541420102,6.806778431,277.825,249,40,"6","6"
"1216","50701","Home Economics","ANTOA SENIOR HIGH SCHOOL, ANTOA","Kwabre (Mamponteng)",-1.541420102,6.806778431,290.775,270,40,"7","7"
"1217","50702","Agriculture","SIMMS SENIOR HIGH. COMM. SCHOOL, FAWOADE","Kwabre (Mamponteng)",-1.541420102,6.806778431,287.65,263,60,"7","7"
"1218","50702","Business","SIMMS SENIOR HIGH. COMM. SCHOOL, FAWOADE","Kwabre (Mamponteng)",-1.541420102,6.806778431,272.395238095238,242,210,"6","6"
"1219","50702","General Arts","SIMMS SENIOR HIGH. COMM. SCHOOL, FAWOADE","Kwabre (Mamponteng)",-1.541420102,6.806778431,291.504761904762,268,210,"7","7"
"1220","50702","Home Economics","SIMMS SENIOR HIGH. COMM. SCHOOL, FAWOADE","Kwabre (Mamponteng)",-1.541420102,6.806778431,289.283333333333,272,60,"7","7"
"1221","50702","Visual Arts","SIMMS SENIOR HIGH. COMM. SCHOOL, FAWOADE","Kwabre (Mamponteng)",-1.541420102,6.806778431,288.8,267,60,"7","7"
"1222","50703","Business","ADANWOMASE SENIOR HIGH SCHOOL, ADANWOMASE","Kwabre (Mamponteng)",-1.541420102,6.806778431,257.147651006711,212,149,"2","4"
"1223","50703","General Arts","ADANWOMASE SENIOR HIGH SCHOOL, ADANWOMASE","Kwabre (Mamponteng)",-1.541420102,6.806778431,269.83,244,200,"6","6"
"1224","50703","General Science","ADANWOMASE SENIOR HIGH SCHOOL, ADANWOMASE","Kwabre (Mamponteng)",-1.541420102,6.806778431,264.22,214,50,"3","5"
"1225","50703","Home Economics","ADANWOMASE SENIOR HIGH SCHOOL, ADANWOMASE","Kwabre (Mamponteng)",-1.541420102,6.806778431,275.82,257,50,"7","6"
"1226","50703","Visual Arts","ADANWOMASE SENIOR HIGH SCHOOL, ADANWOMASE","Kwabre (Mamponteng)",-1.541420102,6.806778431,269.08,250,50,"6","6"
"1227","50704","Agriculture","ADUMAN SENIOR HIGH SCHOOL, ADUMAN","Kwabre (Mamponteng)",-1.541420102,6.806778431,309.22,287,50,"8","8"
"1228","50704","Business","ADUMAN SENIOR HIGH SCHOOL, ADUMAN","Kwabre (Mamponteng)",-1.541420102,6.806778431,297.313333333333,276,150,"8","7"
"1229","50704","General Arts","ADUMAN SENIOR HIGH SCHOOL, ADUMAN","Kwabre (Mamponteng)",-1.541420102,6.806778431,313.046666666667,295,150,"8","8"
"1230","50704","General Science","ADUMAN SENIOR HIGH SCHOOL, ADUMAN","Kwabre (Mamponteng)",-1.541420102,6.806778431,313.74,288,50,"8","8"
"1231","50704","Home Economics","ADUMAN SENIOR HIGH SCHOOL, ADUMAN","Kwabre (Mamponteng)",-1.541420102,6.806778431,299.58,285,50,"8","8"
"1232","50704","Visual Arts","ADUMAN SENIOR HIGH SCHOOL, ADUMAN","Kwabre (Mamponteng)",-1.541420102,6.806778431,306.2,292,50,"8","8"
"1233","50705","Agriculture","KOFI ADJEI SENIOR HIGH/TECHNICAL SCHOOL, BAMPENASE","Kwabre (Mamponteng)",-1.541420102,6.806778431,253.1,218,80,"3","4"
"1234","50705","Business","KOFI ADJEI SENIOR HIGH/TECHNICAL SCHOOL, BAMPENASE","Kwabre (Mamponteng)",-1.541420102,6.806778431,240.5,235,4,"5","2"
"1235","50705","General Arts","KOFI ADJEI SENIOR HIGH/TECHNICAL SCHOOL, BAMPENASE","Kwabre (Mamponteng)",-1.541420102,6.806778431,269.372222222222,239,180,"5","6"
"1236","50705","Home Economics","KOFI ADJEI SENIOR HIGH/TECHNICAL SCHOOL, BAMPENASE","Kwabre (Mamponteng)",-1.541420102,6.806778431,261.05,241,60,"6","5"
"1237","50705","Technical","KOFI ADJEI SENIOR HIGH/TECHNICAL SCHOOL, BAMPENASE","Kwabre (Mamponteng)",-1.541420102,6.806778431,256.34,226,50,"4","4"
"1238","50705","Visual Arts","KOFI ADJEI SENIOR HIGH/TECHNICAL SCHOOL, BAMPENASE","Kwabre (Mamponteng)",-1.541420102,6.806778431,245,227,8,"5","2"
"1239","50706","General Arts","GYAAMA PENSAN SENIOR HIGH./TECH., ABOASO-ASHANTI","Kwabre (Mamponteng)",-1.541420102,6.806778431,226,226,1,"4","1"
"1240","50706","Home Economics","GYAAMA PENSAN SENIOR HIGH./TECH., ABOASO-ASHANTI","Kwabre (Mamponteng)",-1.541420102,6.806778431,249.7,216,20,"3","3"
"1241","50706","Technical","GYAAMA PENSAN SENIOR HIGH./TECH., ABOASO-ASHANTI","Kwabre (Mamponteng)",-1.541420102,6.806778431,244.571428571429,216,14,"3","2"
"1242","50706","Visual Arts","GYAAMA PENSAN SENIOR HIGH./TECH., ABOASO-ASHANTI","Kwabre (Mamponteng)",-1.541420102,6.806778431,247.75,214,20,"3","3"
"1243","50707","Business","ADVENTIST GILRS SENIOR HIGH. SCH. NTONSO","Kwabre (Mamponteng)",-1.541420102,6.806778431,268.757142857143,219,70,"4","6"
"1244","50707","General Arts","ADVENTIST GILRS SENIOR HIGH. SCH. NTONSO","Kwabre (Mamponteng)",-1.541420102,6.806778431,273.8,238,120,"5","6"
"1245","50707","Home Economics","ADVENTIST GILRS SENIOR HIGH. SCH. NTONSO","Kwabre (Mamponteng)",-1.541420102,6.806778431,266.4,227,100,"5","5"
"1246","50707","Visual Arts","ADVENTIST GILRS SENIOR HIGH. SCH. NTONSO","Kwabre (Mamponteng)",-1.541420102,6.806778431,262.75,211,44,"2","5"
"1247","50801","Agriculture","DWAMENA AKENTEN SENIOR HIGH. SCHOOL, OFFINSO","Offinso",-1.890868545,7.34876442,291.7125,266,80,"7","7"
"1248","50801","Business","DWAMENA AKENTEN SENIOR HIGH. SCHOOL, OFFINSO","Offinso",-1.890868545,7.34876442,307.9375,286,80,"8","8"
"1249","50801","General Arts","DWAMENA AKENTEN SENIOR HIGH. SCHOOL, OFFINSO","Offinso",-1.890868545,7.34876442,321.358333333333,302,120,"9","9"
"1250","50801","General Science","DWAMENA AKENTEN SENIOR HIGH. SCHOOL, OFFINSO","Offinso",-1.890868545,7.34876442,305.8375,277,80,"8","8"
"1251","50801","Home Economics","DWAMENA AKENTEN SENIOR HIGH. SCHOOL, OFFINSO","Offinso",-1.890868545,7.34876442,292.925,272,80,"7","7"
"1252","50802","Business","AKUMADAN SENIOR HIGH. SCHOOL, AKUMADAN","Offinso",-1.890868545,7.34876442,276.0125,250,80,"6","6"
"1253","50802","General Arts","AKUMADAN SENIOR HIGH. SCHOOL, AKUMADAN","Offinso",-1.890868545,7.34876442,258.563333333333,207,300,"1","4"
"1254","50802","Home Economics","AKUMADAN SENIOR HIGH. SCHOOL, AKUMADAN","Offinso",-1.890868545,7.34876442,269.925,249,40,"6","6"
"1255","50802","Visual Arts","AKUMADAN SENIOR HIGH. SCHOOL, AKUMADAN","Offinso",-1.890868545,7.34876442,271.5,252,30,"6","6"
"1256","50803","Agriculture","NAMONG SENIOR HIGH SCHOOL, NAMONG","Offinso",-1.890868545,7.34876442,263.34,238,200,"5","5"
"1257","50803","Home Economics","NAMONG SENIOR HIGH SCHOOL, NAMONG","Offinso",-1.890868545,7.34876442,258.84,221,50,"4","5"
"1258","50803","Technical","NAMONG SENIOR HIGH SCHOOL, NAMONG","Offinso",-1.890868545,7.34876442,254.14,209,100,"2","4"
"1259","50804","Agriculture","ST JEROME SENIOR HIGH. SCHOOL, ABOFOUR","Offinso",-1.890868545,7.34876442,254.451612903226,214,31,"3","4"
"1260","50804","Business","ST JEROME SENIOR HIGH. SCHOOL, ABOFOUR","Offinso",-1.890868545,7.34876442,252.76,211,25,"2","4"
"1261","50804","General Arts","ST JEROME SENIOR HIGH. SCHOOL, ABOFOUR","Offinso",-1.890868545,7.34876442,264.710526315789,220,38,"4","5"
"1262","50804","Home Economics","ST JEROME SENIOR HIGH. SCHOOL, ABOFOUR","Offinso",-1.890868545,7.34876442,245.434782608696,212,23,"2","3"
"1263","50901","Agriculture","EJURAMAN ANGLICAN SENIOR HIGH. SCHOOL, EJURA","Ejura/Sekyedumase (Ejura)",-1.367965341,7.462873936,250.148936170213,211,47,"2","3"
"1264","50901","General Arts","EJURAMAN ANGLICAN SENIOR HIGH. SCHOOL, EJURA","Ejura/Sekyedumase (Ejura)",-1.367965341,7.462873936,254.441666666667,217,120,"3","4"
"1265","50901","General Science","EJURAMAN ANGLICAN SENIOR HIGH. SCHOOL, EJURA","Ejura/Sekyedumase (Ejura)",-1.367965341,7.462873936,265.315789473684,231,19,"5","5"
"1266","50901","Home Economics","EJURAMAN ANGLICAN SENIOR HIGH. SCHOOL, EJURA","Ejura/Sekyedumase (Ejura)",-1.367965341,7.462873936,254.909090909091,212,44,"2","4"
"1267","50901","Visual Arts","EJURAMAN ANGLICAN SENIOR HIGH. SCHOOL, EJURA","Ejura/Sekyedumase (Ejura)",-1.367965341,7.462873936,249.807692307692,219,26,"4","3"
"1268","50902","Agriculture","SEKYEDUMASE SEC. SCHOOL, SEKYEDUMASE  ","Ejura/Sekyedumase (Ejura)",-1.367965341,7.462873936,260.916666666667,217,12,"3","5"
"1269","50902","Business","SEKYEDUMASE SEC. SCHOOL, SEKYEDUMASE  ","Ejura/Sekyedumase (Ejura)",-1.367965341,7.462873936,263.117647058824,224,17,"4","5"
"1270","50902","General Arts","SEKYEDUMASE SEC. SCHOOL, SEKYEDUMASE  ","Ejura/Sekyedumase (Ejura)",-1.367965341,7.462873936,265.190476190476,216,42,"3","5"
"1271","50902","Home Economics","SEKYEDUMASE SEC. SCHOOL, SEKYEDUMASE  ","Ejura/Sekyedumase (Ejura)",-1.367965341,7.462873936,252.555555555556,223,18,"4","4"
"1272","51001","Business","AGOGO STATE COLLEGE, AGOGO","Asante Akim North (Konongo)",-1.017963052,6.834003925,292.222222222222,267,108,"7","7"
"1273","51001","General Arts","AGOGO STATE COLLEGE, AGOGO","Asante Akim North (Konongo)",-1.017963052,6.834003925,291.996031746032,269,252,"7","7"
"1274","51001","General Science","AGOGO STATE COLLEGE, AGOGO","Asante Akim North (Konongo)",-1.017963052,6.834003925,296.925,272,40,"7","7"
"1275","51002","Agriculture","KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE","Asante Akim North (Konongo)",-1.017963052,6.834003925,345.8,331,40,"9","9"
"1276","51002","Business","KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE","Asante Akim North (Konongo)",-1.017963052,6.834003925,351.361538461538,335,130,"9","9"
"1277","51002","General Arts","KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE","Asante Akim North (Konongo)",-1.017963052,6.834003925,359.042016806723,347,119,"10","10"
"1278","51002","General Science","KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE","Asante Akim North (Konongo)",-1.017963052,6.834003925,357.361538461538,337,130,"10","10"
"1279","51002","Home Economics","KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE","Asante Akim North (Konongo)",-1.017963052,6.834003925,346.9,333,40,"9","9"
"1280","51002","Visual Arts","KONONGO ODUMASE SENIOR HIGH. SCHOOL, ODUMASE","Asante Akim North (Konongo)",-1.017963052,6.834003925,363,348,40,"10","10"
"1281","51003","Business","COLLINS SENIOR HIGH./COMMERCIAL SCH., AGOGO","Asante Akim North (Konongo)",-1.017963052,6.834003925,258.26875,220,160,"4","4"
"1282","51003","General Arts","COLLINS SENIOR HIGH./COMMERCIAL SCH., AGOGO","Asante Akim North (Konongo)",-1.017963052,6.834003925,253.0625,222,160,"4","4"
"1283","51003","General Science","COLLINS SENIOR HIGH./COMMERCIAL SCH., AGOGO","Asante Akim North (Konongo)",-1.017963052,6.834003925,261.263157894737,221,38,"4","5"
"1284","51003","Home Economics","COLLINS SENIOR HIGH./COMMERCIAL SCH., AGOGO","Asante Akim North (Konongo)",-1.017963052,6.834003925,260.975,238,40,"5","5"
"1285","51004","Agriculture","OWERRIMAN SENIOR HIGH. SCHOOL, DOMEABRA","Asante Akim North (Konongo)",-1.017963052,6.834003925,250.026315789474,219,38,"4","3"
"1286","51004","General Arts","OWERRIMAN SENIOR HIGH. SCHOOL, DOMEABRA","Asante Akim North (Konongo)",-1.017963052,6.834003925,250.05,208,40,"2","3"
"1287","51004","General Science","OWERRIMAN SENIOR HIGH. SCHOOL, DOMEABRA","Asante Akim North (Konongo)",-1.017963052,6.834003925,233.5,221,4,"4","1"
"1288","51004","Home Economics","OWERRIMAN SENIOR HIGH. SCHOOL, DOMEABRA","Asante Akim North (Konongo)",-1.017963052,6.834003925,237.285714285714,214,14,"3","1"
"1289","51004","Technical","OWERRIMAN SENIOR HIGH. SCHOOL, DOMEABRA","Asante Akim North (Konongo)",-1.017963052,6.834003925,256.4375,221,16,"4","4"
"1290","51101","Agriculture","JUASO DAY SENIOR HIGH/TECHNICAL SCHOOL, JUASO","Asante Akim South (Juaso)",-1.088292599,6.532979965,250.909090909091,208,66,"2","3"
"1291","51101","General Arts","JUASO DAY SENIOR HIGH/TECHNICAL SCHOOL, JUASO","Asante Akim South (Juaso)",-1.088292599,6.532979965,257.84,219,100,"4","4"
"1292","51101","General Science","JUASO DAY SENIOR HIGH/TECHNICAL SCHOOL, JUASO","Asante Akim South (Juaso)",-1.088292599,6.532979965,266.238095238095,225,21,"4","5"
"1293","51101","Home Economics","JUASO DAY SENIOR HIGH/TECHNICAL SCHOOL, JUASO","Asante Akim South (Juaso)",-1.088292599,6.532979965,250.473684210526,208,76,"2","3"
"1294","51101","Technical","JUASO DAY SENIOR HIGH/TECHNICAL SCHOOL, JUASO","Asante Akim South (Juaso)",-1.088292599,6.532979965,256.326086956522,221,46,"4","4"
"1295","51102","Business","PRESBY SENIOR HIGH. SCHOOL, BOMPATA","Asante Akim South (Juaso)",-1.088292599,6.532979965,259.922222222222,229,90,"5","5"
"1296","51102","General Arts","PRESBY SENIOR HIGH. SCHOOL, BOMPATA","Asante Akim South (Juaso)",-1.088292599,6.532979965,268.388888888889,242,90,"6","5"
"1297","51102","General Science","PRESBY SENIOR HIGH. SCHOOL, BOMPATA","Asante Akim South (Juaso)",-1.088292599,6.532979965,282.56,242,25,"6","7"
"1298","51102","Home Economics","PRESBY SENIOR HIGH. SCHOOL, BOMPATA","Asante Akim South (Juaso)",-1.088292599,6.532979965,266.775,242,40,"6","5"
"1299","51102","Visual Arts","PRESBY SENIOR HIGH. SCHOOL, BOMPATA","Asante Akim South (Juaso)",-1.088292599,6.532979965,253.230769230769,204,39,"1","4"
"1300","51103","Agriculture","OFOASE SENIOR HIGH/TECHNICAL SCHOOL, OFOASE","Asante Akim South (Juaso)",-1.088292599,6.532979965,246,213,14,"3","3"
"1301","51103","General Arts","OFOASE SENIOR HIGH/TECHNICAL SCHOOL, OFOASE","Asante Akim South (Juaso)",-1.088292599,6.532979965,271.3125,215,16,"3","6"
"1302","51103","Home Economics","OFOASE SENIOR HIGH/TECHNICAL SCHOOL, OFOASE","Asante Akim South (Juaso)",-1.088292599,6.532979965,258.277777777778,218,18,"3","4"
"1303","51103","Technical","OFOASE SENIOR HIGH/TECHNICAL SCHOOL, OFOASE","Asante Akim South (Juaso)",-1.088292599,6.532979965,252.0625,232,16,"5","4"
"1304","51201","Business","DOMPOASE SENIOR HIGH. SCHOOL, DOMPOASE","Adansi West (Obuasi)",-1.65927422,5.986411572,272.23,240,200,"5","6"
"1305","51201","General Arts","DOMPOASE SENIOR HIGH. SCHOOL, DOMPOASE","Adansi West (Obuasi)",-1.65927422,5.986411572,308.42,286,150,"8","8"
"1306","51201","General Science","DOMPOASE SENIOR HIGH. SCHOOL, DOMPOASE","Adansi West (Obuasi)",-1.65927422,5.986411572,285.1,245,50,"6","7"
"1307","51201","Home Economics","DOMPOASE SENIOR HIGH. SCHOOL, DOMPOASE","Adansi West (Obuasi)",-1.65927422,5.986411572,297.469387755102,276,49,"8","7"
"1308","51202","Agriculture","OBUASI SENIOR HIGH./TECH. SCHOOL, OBUASI","Adansi West (Obuasi)",-1.65927422,5.986411572,314.84,293,50,"8","8"
"1309","51202","Business","OBUASI SENIOR HIGH./TECH. SCHOOL, OBUASI","Adansi West (Obuasi)",-1.65927422,5.986411572,326.627272727273,302,110,"9","9"
"1310","51202","General Arts","OBUASI SENIOR HIGH./TECH. SCHOOL, OBUASI","Adansi West (Obuasi)",-1.65927422,5.986411572,343.81,327,100,"9","9"
"1311","51202","General Science","OBUASI SENIOR HIGH./TECH. SCHOOL, OBUASI","Adansi West (Obuasi)",-1.65927422,5.986411572,320.516666666667,274,120,"7","9"
"1312","51202","Home Economics","OBUASI SENIOR HIGH./TECH. SCHOOL, OBUASI","Adansi West (Obuasi)",-1.65927422,5.986411572,320.15,307,40,"9","9"
"1313","51202","Technical","OBUASI SENIOR HIGH./TECH. SCHOOL, OBUASI","Adansi West (Obuasi)",-1.65927422,5.986411572,305.178571428571,282,280,"8","8"
"1314","51203","Agriculture","T.I. AHMAD MUSLIM SENIOR HIGH SCHOOL, FOMENA","Adansi West (Obuasi)",-1.65927422,5.986411572,292.66,263,50,"7","7"
"1315","51203","Business","T.I. AHMAD MUSLIM SENIOR HIGH SCHOOL, FOMENA","Adansi West (Obuasi)",-1.65927422,5.986411572,278.32,236,150,"5","6"
"1316","51203","General Arts","T.I. AHMAD MUSLIM SENIOR HIGH SCHOOL, FOMENA","Adansi West (Obuasi)",-1.65927422,5.986411572,301.86875,279,160,"8","8"
"1317","51203","General Science","T.I. AHMAD MUSLIM SENIOR HIGH SCHOOL, FOMENA","Adansi West (Obuasi)",-1.65927422,5.986411572,279.444444444444,226,9,"4","6"
"1318","51204","Business","CHRIST THE KING CATHOLIC SCH., OBUASI","Adansi West (Obuasi)",-1.65927422,5.986411572,269.233766233766,219,77,"4","6"
"1319","51204","General Arts","CHRIST THE KING CATHOLIC SCH., OBUASI","Adansi West (Obuasi)",-1.65927422,5.986411572,282.665,243,200,"6","7"
"1320","51204","General Science","CHRIST THE KING CATHOLIC SCH., OBUASI","Adansi West (Obuasi)",-1.65927422,5.986411572,265.9375,210,48,"2","5"
"1321","51204","Home Economics","CHRIST THE KING CATHOLIC SCH., OBUASI","Adansi West (Obuasi)",-1.65927422,5.986411572,268.6125,227,80,"5","6"
"1322","51204","Visual Arts","CHRIST THE KING CATHOLIC SCH., OBUASI","Adansi West (Obuasi)",-1.65927422,5.986411572,264.376811594203,211,69,"2","5"
"1323","51205","Agriculture","AKROFUOM SENIOR HIGH/TECHNICAL SCHOOL, AKROFUOM","Adansi West (Obuasi)",-1.65927422,5.986411572,260.4375,230,16,"5","5"
"1324","51205","General Arts","AKROFUOM SENIOR HIGH/TECHNICAL SCHOOL, AKROFUOM","Adansi West (Obuasi)",-1.65927422,5.986411572,274.538461538462,220,26,"4","6"
"1325","51205","Home Economics","AKROFUOM SENIOR HIGH/TECHNICAL SCHOOL, AKROFUOM","Adansi West (Obuasi)",-1.65927422,5.986411572,277.692307692308,239,13,"5","6"
"1326","51205","Technical","AKROFUOM SENIOR HIGH/TECHNICAL SCHOOL, AKROFUOM","Adansi West (Obuasi)",-1.65927422,5.986411572,247.321428571429,213,28,"3","3"
"1327","51205","Visual Arts","AKROFUOM SENIOR HIGH/TECHNICAL SCHOOL, AKROFUOM","Adansi West (Obuasi)",-1.65927422,5.986411572,254.692307692308,221,13,"4","4"
"1328","51206","Agriculture","ASARE BEDIAKO SENIOR HIGH. SCHOOL, AKROKERRI","Adansi West (Obuasi)",-1.65927422,5.986411572,261.862745098039,211,51,"2","5"
"1329","51206","Business","ASARE BEDIAKO SENIOR HIGH. SCHOOL, AKROKERRI","Adansi West (Obuasi)",-1.65927422,5.986411572,271,221,30,"4","6"
"1330","51206","General Arts","ASARE BEDIAKO SENIOR HIGH. SCHOOL, AKROKERRI","Adansi West (Obuasi)",-1.65927422,5.986411572,268.177966101695,214,118,"3","5"
